Row Number,timestamp,temperature,condition,sunrise,sunset,timestamp,speed,direction,directionType,timestamp,surf,swells,timestamp,height,type
81,2025-10-09 09:00:00,17.40504,OVERCAST,,,2025-10-09 09:00:00,21.12499,70.41195,Onshore,2025-10-09 09:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.05, 'max': 1.35}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.87161, 'period': 8, 'spread': 34.52, 'direction': 69.99768}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.83144, 'period': 9, 'spread': 12.01, 'direction': 172.91534}]",2025-10-09 09:00:00,0.98,NORMAL
82,2025-10-09 10:00:00,17.4583,OVERCAST,,,2025-10-09 10:00:00,18.57648,74.90842,Onshore,2025-10-09 10:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.16, 'max': 1.39}}","[{'height': 1.66628, 'period': 7, 'spread': 26.43, 'direction': 52.77032}, {'height': 0.18735, 'period': 9, 'spread': 0, 'direction': 150}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.98458, 'period': 8, 'spread': 17.16, 'direction': 113.14227}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.76856, 'period': 10, 'spread': 10.73, 'direction': 174.86023}]",2025-10-09 10:00:00,0.86,NORMAL
83,2025-10-09 11:00:00,17.51236,LIGHT_SHOWERS,,,2025-10-09 11:00:00,18.31291,68.13651,Onshore,2025-10-09 11:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.06, 'max': 1.37}}","[{'height': 1.65223, 'period': 7, 'spread': 27.13, 'direction': 51.97046}, {'height': 0.22603, 'period': 8, 'spread': 4.73, 'direction': 153.39319}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.96563, 'period': 8, 'spread': 16.43, 'direction': 112.29761}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.74133, 'period': 10, 'spread': 10.82, 'direction': 175.01953}]",2025-10-09 11:00:00,0.8,NORMAL
84,2025-10-09 12:00:00,17.56215,LIGHT_SHOWERS,,,2025-10-09 12:00:00,16.95175,66.85559,Onshore,2025-10-09 12:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.01, 'max': 1.31}}","[{'height': 1.55074, 'period': 7, 'spread': 27.39, 'direction': 50.64313}, {'height': 0.25034, 'period': 9, 'spread': 5, 'direction': 154.83313}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.98414, 'period': 8, 'spread': 17.48, 'direction': 111.16748}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.71497, 'period': 10, 'spread': 11.01, 'direction': 175.09283}]",2025-10-09 12:00:00,0.85,NORMAL
85,2025-10-09 13:00:00,17.58512,OVERCAST,,,2025-10-09 13:00:00,16.65968,64.52934,Onshore,2025-10-09 13:00:00,"{'min': 0.9, 'max': 1.2, 'plus': False, 'humanRelation': 'Waist to chest', 'raw': {'min': 1.03, 'max': 1.18}}","[{'height': 1.40142, 'period': 7, 'spread': 25.75, 'direction': 47.82623}, {'height': 0.21884, 'period': 8, 'spread': 4.78, 'direction': 153.52924}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.03272, 'period': 8, 'spread': 18.24, 'direction': 110.26361}, {'height': 0.31114, 'period': 15, 'spread': 10.53, 'direction': 163.17078}, {'height': 0.64119, 'period': 9, 'spread': 10.01, 'direction': 176.81604}]",2025-10-09 13:00:00,1.0,NORMAL
86,2025-10-09 14:00:00,17.67141,LIGHT_SHOWERS,,,2025-10-09 14:00:00,17.22369,59.06296,Onshore,2025-10-09 14:00:00,"{'min': 0.9, 'max': 1.2, 'plus': False, 'humanRelation': 'Waist to chest', 'raw': {'min': 0.96, 'max': 1.15}}","[{'height': 1.22577, 'period': 7, 'spread': 21.05, 'direction': 42.78949}, {'height': 0.2148, 'period': 8, 'spread': 4.8, 'direction': 153.60138}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.10384, 'period': 8, 'spread': 18.89, 'direction': 108.63306}, {'height': 0.4014, 'period': 14, 'spread': 10.48, 'direction': 164.63348}, {'height': 0.57773, 'period': 9, 'spread': 9.54, 'direction': 178.03644}]",2025-10-09 14:00:00,1.19,NORMAL
87,2025-10-09 15:00:00,17.55188,LIGHT_SHOWERS,,,2025-10-09 15:00:00,16.49949,64.24009,Onshore,2025-10-09 15:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.72, 'max': 1.03}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.34394, 'period': 8, 'spread': 9.27, 'direction': 156.07153}, {'height': 1.55684, 'period': 8, 'spread': 36.63, 'direction': 73.71216}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.45079, 'period': 15, 'spread': 11.54, 'direction': 166.27216}, {'height': 0.4952, 'period': 9, 'spread': 8.44, 'direction': 179.80634}]",2025-10-09 15:00:00,1.34,NORMAL
88,2025-10-09 16:00:00,17.49555,OVERCAST,,,2025-10-09 16:00:00,17.49007,58.22155,Onshore,2025-10-09 16:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.95, 'max': 1.13}}","[{'height': 0.10309, 'period': 12, 'spread': 7.22, 'direction': 46.12128}, {'height': 0.32732, 'period': 8, 'spread': 9.56, 'direction': 156.50354}, {'height': 1.49559, 'period': 8, 'spread': 36.68, 'direction': 76.21765}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.48796, 'period': 15, 'spread': 11.69, 'direction': 166.77203}, {'height': 0.45073, 'period': 9, 'spread': 8.59, 'direction': 180.10168}]",2025-10-09 16:00:00,1.44,NORMAL
89,2025-10-09 17:00:00,17.31553,OVERCAST,,,2025-10-09 17:00:00,18.61565,56.11123,Onshore,2025-10-09 17:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.9, 'max': 1.07}}","[{'height': 0.10234, 'period': 11, 'spread': 8.2, 'direction': 46.42236}, {'height': 0.28878, 'period': 8, 'spread': 7.85, 'direction': 159.79907}, {'height': 1.45933, 'period': 8, 'spread': 36.76, 'direction': 78.45557}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.50488, 'period': 15, 'spread': 11.68, 'direction': 166.32153}, {'height': 0.424, 'period': 9, 'spread': 8.5, 'direction': 180.51599}]",2025-10-09 17:00:00,1.47,NORMAL
90,2025-10-09 18:00:00,17.30451,NIGHT_CLOUDY,,,2025-10-09 18:00:00,18.40171,48.05375,Onshore,2025-10-09 18:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.89, 'max': 1.07}}","[{'height': 0.10088, 'period': 11, 'spread': 7.87, 'direction': 46.75049}, {'height': 0.26965, 'period': 8, 'spread': 7.08, 'direction': 158.51404}, {'height': 0.95247, 'period': 6, 'spread': 21.48, 'direction': 43.26306}, {'height': 1.06545, 'period': 8, 'spread': 19.61, 'direction': 107.77203}, {'height': 0.5234, 'period': 15, 'spread': 11.75, 'direction': 165.93726}, {'height': 0.40035, 'period': 9, 'spread': 7.76, 'direction': 181.06305}]",2025-10-09 18:00:00,1.39,NORMAL
91,2025-10-09 19:00:00,17.31184,NIGHT_CLOUDY,,,2025-10-09 19:00:00,19.12595,42.6051,Onshore,2025-10-09 19:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.91, 'max': 1.09}}","[{'height': 0.10651, 'period': 11, 'spread': 7.55, 'direction': 45.48828}, {'height': 0.25177, 'period': 8, 'spread': 7.32, 'direction': 158.24438}, {'height': 0.94351, 'period': 6, 'spread': 21.98, 'direction': 42.90137}, {'height': 1.06411, 'period': 8, 'spread': 19.94, 'direction': 106.89349}, {'height': 0.546, 'period': 15, 'spread': 11.67, 'direction': 165.72882}, {'height': 0.38127, 'period': 9, 'spread': 8.43, 'direction': 180.73895}]",2025-10-09 19:00:00,1.21,NORMAL
92,2025-10-09 20:00:00,17.32986,NIGHT_OVERCAST,,,2025-10-09 20:00:00,18.40512,48.1706,Onshore,2025-10-09 20:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.92, 'max': 1.1}}","[{'height': 0.10178, 'period': 11, 'spread': 7.52, 'direction': 45.45911}, {'height': 0.26046, 'period': 8, 'spread': 7.4, 'direction': 158.96594}, {'height': 1.40698, 'period': 7, 'spread': 36.72, 'direction': 79.98645}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.58961, 'period': 15, 'spread': 12.68, 'direction': 167.23578}, {'height': 0.29893, 'period': 9, 'spread': 7.56, 'direction': 180.68774}]",2025-10-09 20:00:00,0.93,NORMAL
93,2025-10-09 21:00:00,17.37777,NIGHT_MOSTLY_CLEAR,,,2025-10-09 21:00:00,17.61195,33.42643,Onshore,2025-10-09 21:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.93, 'max': 1.12}}","[{'height': 0.08578, 'period': 11, 'spread': 7.83, 'direction': 47.01025}, {'height': 0.25213, 'period': 8, 'spread': 8.17, 'direction': 158.92102}, {'height': 1.37699, 'period': 7, 'spread': 36.28, 'direction': 81.21069}, {'height': 0.1346, 'period': 8, 'spread': 7.31, 'direction': 32.49951}, {'height': 0.61145, 'period': 15, 'spread': 12.7, 'direction': 166.77307}, {'height': 0.29076, 'period': 9, 'spread': 7.83, 'direction': 179.74786}]",2025-10-09 21:00:00,0.64,NORMAL
94,2025-10-09 22:00:00,17.09357,NIGHT_MOSTLY_CLEAR,,,2025-10-09 22:00:00,15.63709,25.01405,Onshore,2025-10-09 22:00:00,"{'min': 0.6, 'max': 1.1, 'plus': False, 'humanRelation': 'Thigh to stomach', 'raw': {'min': 0.96, 'max': 1.14}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.24255, 'period': 8, 'spread': 8.45, 'direction': 162.04346}, {'height': 1.38451, 'period': 7, 'spread': 36.59, 'direction': 80.87207}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.65611, 'period': 15, 'spread': 12.6, 'direction': 166.38031}, {'height': 0.26012, 'period': 8, 'spread': 7.72, 'direction': 180.61096}]",2025-10-09 22:00:00,0.37,NORMAL
95,2025-10-09 23:00:00,16.92943,NIGHT_MOSTLY_CLOUDY,,,2025-10-09 23:00:00,15.53639,21.50398,Onshore,2025-10-09 23:00:00,"{'min': 0.9, 'max': 1.2, 'plus': False, 'humanRelation': 'Waist to chest', 'raw': {'min': 1.05, 'max': 1.25}}","[{'height': 0.06551, 'period': 11, 'spread': 5.13, 'direction': 43.52063}, {'height': 0.2106, 'period': 8, 'spread': 7.6, 'direction': 160.30847}, {'height': 1.38496, 'period': 7, 'spread': 36.59, 'direction': 81.46399}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.73006, 'period': 15, 'spread': 12.45, 'direction': 166.12579}, {'height': 0.249, 'period': 9, 'spread': 7.7, 'direction': 180.70178}]",2025-10-09 23:00:00,0.19,NORMAL
96,2025-10-10 00:00:00,16.91117,NIGHT_BRIEF_SHOWERS,,,2025-10-10 00:00:00,16.2625,18.06439,Onshore,2025-10-10 00:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.01, 'max': 1.32}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.17324, 'period': 8, 'spread': 6.54, 'direction': 157.64386}, {'height': 1.39225, 'period': 7, 'spread': 36.34, 'direction': 82.69824}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.85519, 'period': 15, 'spread': 12.54, 'direction': 167.36243}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-10-10 00:00:00,0.15,NORMAL
97,2025-10-10 01:00:00,16.65563,NIGHT_BRIEF_SHOWERS,,,2025-10-10 01:00:00,17.47175,8.62735,Onshore,2025-10-10 01:00:00,"{'min': 0.9, 'max': 1.4, 'plus': False, 'humanRelation': 'Waist to shoulder', 'raw': {'min': 1.19, 'max': 1.42}}","[{'height': 0.09301, 'period': 11, 'spread': 9.17, 'direction': 45.97778}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.41913, 'period': 7, 'spread': 36.3, 'direction': 85.86035}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.93903, 'period': 14, 'spread': 12.38, 'direction': 167.53796}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-10-10 01:00:00,0.27,NORMAL
98,2025-10-10 02:00:00,16.04158,NIGHT_MOSTLY_CLOUDY,,,2025-10-10 02:00:00,18.84349,348.2878,Cross-shore,2025-10-10 02:00:00,"{'min': 1.2, 'max': 1.5, 'plus': False, 'humanRelation': 'Chest to head', 'raw': {'min': 1.23, 'max': 1.47}}","[{'height': 0.09973, 'period': 11, 'spread': 8.91, 'direction': 46.30212}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.45087, 'period': 7, 'spread': 35.44, 'direction': 89.43982}, {'height': 0.21778, 'period': 8, 'spread': 9.25, 'direction': 33.24371}, {'height': 1.00994, 'period': 14, 'spread': 12.1, 'direction': 167.87543}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-10-10 02:00:00,0.51,NORMAL
99,2025-10-10 03:00:00,15.6665,NIGHT_MOSTLY_CLEAR,,,2025-10-10 03:00:00,16.93286,342.88945,Cross-shore,2025-10-10 03:00:00,"{'min': 1.2, 'max': 1.5, 'plus': False, 'humanRelation': 'Chest to head', 'raw': {'min': 1.35, 'max': 1.65}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.51111, 'period': 7, 'spread': 35.04, 'direction': 91.77942}, {'height': 0.25053, 'period': 8, 'spread': 10.03, 'direction': 36.56567}, {'height': 1.062, 'period': 13, 'spread': 11.79, 'direction': 168.18341}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-10-10 03:00:00,0.78,NORMAL
100,2025-10-10 04:00:00,15.33383,NIGHT_CLEAR,,,2025-10-10 04:00:00,17.37452,344.127,Cross-shore,2025-10-10 04:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.43, 'max': 1.71}}","[{'height': 0.11718, 'period': 11, 'spread': 9.51, 'direction': 47.43591}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.57169, 'period': 7, 'spread': 33.95, 'direction': 94.55408}, {'height': 0.24324, 'period': 8, 'spread': 8.33, 'direction': 35.28192}, {'height': 1.09866, 'period': 13, 'spread': 11.21, 'direction': 168.35016}, {'height': 0.07556, 'period': 18, 'spread': 10.59, 'direction': 54.08649}]",2025-10-10 04:00:00,1.02,NORMAL
101,2025-10-10 05:00:00,15.00789,NIGHT_CLEAR,,,2025-10-10 05:00:00,16.43701,335.01407,Cross-shore,2025-10-10 05:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.43, 'max': 1.71}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.63472, 'period': 8, 'spread': 33.07, 'direction': 97.03442}, {'height': 0.28728, 'period': 8, 'spread': 9.47, 'direction': 38.56979}, {'height': 1.12006, 'period': 13, 'spread': 10.76, 'direction': 168.15369}, {'height': 0.10348, 'period': 17, 'spread': 10.66, 'direction': 53.08203}]",2025-10-10 05:00:00,1.2,NORMAL
102,2025-10-10 06:00:00,14.73693,CLEAR,,,2025-10-10 06:00:00,14.57723,333.33042,Cross-shore,2025-10-10 06:00:00,"{'min': 1.2, 'max': 1.5, 'plus': False, 'humanRelation': 'Chest to head', 'raw': {'min': 1.36, 'max': 1.62}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.6813, 'period': 8, 'spread': 31.79, 'direction': 100.17078}, {'height': 0.38775, 'period': 8, 'spread': 10.42, 'direction': 38.44812}, {'height': 1.12755, 'period': 12, 'spread': 10.61, 'direction': 167.45081}, {'height': 0.12252, 'period': 17, 'spread': 10.85, 'direction': 53.14233}]",2025-10-10 06:00:00,1.3,NORMAL
103,2025-10-10 07:00:00,15.29959,CLEAR,,,2025-10-10 07:00:00,15.02372,333.96899,Cross-shore,2025-10-10 07:00:00,"{'min': 1.2, 'max': 1.5, 'plus': False, 'humanRelation': 'Chest to head', 'raw': {'min': 1.36, 'max': 1.62}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.73802, 'period': 8, 'spread': 32.19, 'direction': 101.24493}, {'height': 0.41666, 'period': 8, 'spread': 9.58, 'direction': 37.38245}, {'height': 1.12249, 'period': 12, 'spread': 10.6, 'direction': 166.28448}, {'height': 0.15671, 'period': 17, 'spread': 10.58, 'direction': 52.03711}]",2025-10-10 07:00:00,1.3,NORMAL
104,2025-10-10 08:00:00,16.16404,CLEAR,,,2025-10-10 08:00:00,13.72134,346.295,Cross-shore,2025-10-10 08:00:00,"{'min': 1.2, 'max': 1.5, 'plus': False, 'humanRelation': 'Chest to head', 'raw': {'min': 1.36, 'max': 1.62}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.80946, 'period': 9, 'spread': 33, 'direction': 102.03491}, {'height': 0.39766, 'period': 8, 'spread': 8.96, 'direction': 39.97821}, {'height': 1.09209, 'period': 12, 'spread': 10.6, 'direction': 165.3548}, {'height': 0.16916, 'period': 17, 'spread': 10.52, 'direction': 51.47955}]",2025-10-10 08:00:00,1.2,NORMAL
105,2025-10-10 09:00:00,16.85957,CLEAR,,,2025-10-10 09:00:00,12.85426,358.81022,Onshore,2025-10-10 09:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.43, 'max': 1.71}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.83662, 'period': 9, 'spread': 31.63, 'direction': 103.41858}, {'height': 0.44035, 'period': 8, 'spread': 9.35, 'direction': 37.7561}, {'height': 1.07794, 'period': 12, 'spread': 10.32, 'direction': 163.84711}, {'height': 0.1891, 'period': 16, 'spread': 11.04, 'direction': 49.26489}]",2025-10-10 09:00:00,1.08,NORMAL
106,2025-10-10 10:00:00,17.40084,CLEAR,,,2025-10-10 10:00:00,11.37532,16.9323,Onshore,2025-10-10 10:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.59, 'max': 1.9}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.82589, 'period': 9, 'spread': 28.29, 'direction': 106.50629}, {'height': 0.56232, 'period': 8, 'spread': 9.33, 'direction': 36.8284}, {'height': 1.06564, 'period': 12, 'spread': 10.43, 'direction': 161.95673}, {'height': 0.18231, 'period': 16, 'spread': 10.29, 'direction': 51.08649}]",2025-10-10 10:00:00,0.98,NORMAL
107,2025-10-10 11:00:00,17.89371,CLEAR,,,2025-10-10 11:00:00,11.82453,23.3087,Onshore,2025-10-10 11:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.56, 'max': 1.86}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.77178, 'period': 9, 'spread': 20.58, 'direction': 110.71014}, {'height': 0.7268, 'period': 7, 'spread': 19.56, 'direction': 36.04077}, {'height': 1.05362, 'period': 12, 'spread': 10.33, 'direction': 160.12128}, {'height': 0.19586, 'period': 16, 'spread': 10.67, 'direction': 49.49988}]",2025-10-10 11:00:00,0.92,NORMAL
108,2025-10-10 12:00:00,18.29006,CLEAR,,,2025-10-10 12:00:00,11.8437,39.7567,Onshore,2025-10-10 12:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.56, 'max': 1.86}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.79338, 'period': 9, 'spread': 19.81, 'direction': 111.86853}, {'height': 0.71738, 'period': 7, 'spread': 17.1, 'direction': 37.15704}, {'height': 1.00461, 'period': 11, 'spread': 9.74, 'direction': 159.4502}, {'height': 0.19714, 'period': 16, 'spread': 10.66, 'direction': 49.46289}]",2025-10-10 12:00:00,0.92,NORMAL
109,2025-10-10 13:00:00,18.44488,MOSTLY_CLEAR,,,2025-10-10 13:00:00,13.62945,62.58497,Onshore,2025-10-10 13:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.54, 'max': 1.84}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.82921, 'period': 10, 'spread': 20.88, 'direction': 110.87012}, {'height': 0.63267, 'period': 6, 'spread': 14.94, 'direction': 34.57446}, {'height': 0.96458, 'period': 11, 'spread': 9.21, 'direction': 158.81738}, {'height': 0.20262, 'period': 16, 'spread': 11.25, 'direction': 48.40863}]",2025-10-10 13:00:00,1.02,NORMAL
110,2025-10-10 14:00:00,18.19107,MOSTLY_CLEAR,,,2025-10-10 14:00:00,11.8844,78.95542,Onshore,2025-10-10 14:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.52, 'max': 1.82}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.87387, 'period': 10, 'spread': 20.47, 'direction': 113.85822}, {'height': 0.65454, 'period': 6, 'spread': 14.35, 'direction': 37.84583}, {'height': 0.81064, 'period': 11, 'spread': 8.64, 'direction': 160.78101}, {'height': 0.21594, 'period': 16, 'spread': 10.84, 'direction': 48.34467}]",2025-10-10 14:00:00,1.18,NORMAL
111,2025-10-10 15:00:00,17.98178,CLOUDY,,,2025-10-10 15:00:00,8.52688,105.79797,Onshore,2025-10-10 15:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.51, 'max': 1.81}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.82285, 'period': 10, 'spread': 18.72, 'direction': 111.54303}, {'height': 0.63845, 'period': 6, 'spread': 13.77, 'direction': 38.97015}, {'height': 0.88787, 'period': 11, 'spread': 9.72, 'direction': 156.87463}, {'height': 0.21994, 'period': 16, 'spread': 11.25, 'direction': 47.70764}]",2025-10-10 15:00:00,1.34,NORMAL
112,2025-10-10 16:00:00,17.81322,CLEAR,,,2025-10-10 16:00:00,6.04759,140.69542,Cross-shore,2025-10-10 16:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.55, 'max': 1.85}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.81516, 'period': 10, 'spread': 18.97, 'direction': 109.80884}, {'height': 0.59027, 'period': 6, 'spread': 12.8, 'direction': 38.54858}, {'height': 0.89215, 'period': 11, 'spread': 10.7, 'direction': 154.32318}, {'height': 0.22023, 'period': 16, 'spread': 11.25, 'direction': 47.74817}]",2025-10-10 16:00:00,1.46,NORMAL
113,2025-10-10 17:00:00,17.26834,CLEAR,,,2025-10-10 17:00:00,6.49609,148.79359,Cross-shore,2025-10-10 17:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.53, 'max': 1.82}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.82158, 'period': 9, 'spread': 18.78, 'direction': 109.16888}, {'height': 0.56523, 'period': 6, 'spread': 12.13, 'direction': 38.59033}, {'height': 0.85141, 'period': 11, 'spread': 10.94, 'direction': 153.43494}, {'height': 0.22041, 'period': 16, 'spread': 11.05, 'direction': 47.66632}]",2025-10-10 17:00:00,1.51,NORMAL
114,2025-10-10 18:00:00,16.89518,NIGHT_CLEAR,,,2025-10-10 18:00:00,4.87972,179.31196,Offshore,2025-10-10 18:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.62, 'max': 1.8}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.91623, 'period': 10, 'spread': 21.15, 'direction': 111.33575}, {'height': 0.5192, 'period': 6, 'spread': 11.41, 'direction': 37.99048}, {'height': 0.58019, 'period': 11, 'spread': 9.86, 'direction': 159.53534}, {'height': 0.22211, 'period': 15, 'spread': 11.19, 'direction': 47.82367}]",2025-10-10 18:00:00,1.48,NORMAL
115,2025-10-10 19:00:00,16.57252,NIGHT_CLEAR,,,2025-10-10 19:00:00,4.99706,216.70257,Offshore,2025-10-10 19:00:00,"{'min': 1.2, 'max': 1.8, 'plus': False, 'humanRelation': 'Chest to overhead', 'raw': {'min': 1.6, 'max': 1.77}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 1.97927, 'period': 10, 'spread': 23.49, 'direction': 114.13989}, {'height': 0.50445, 'period': 6, 'spread': 11.39, 'direction': 37.83685}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.2336, 'period': 15, 'spread': 10.82, 'direction': 47.41144}]",2025-10-10 19:00:00,1.34,NORMAL
