Row Number,timestamp,temperature,condition,sunrise,sunset,timestamp,speed,direction,directionType,timestamp,surf,swells,timestamp,height,type
10,2025-09-20 23:00:00,20.15,MIST,1759229872.0,1759272551.0,2025-09-20 23:00:00,12.75254,18.29799,Onshore,2025-09-20 23:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.35655, 'period': 9, 'spread': 12.12, 'direction': 115.7453}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05253, 'period': 12, 'spread': 9.39, 'direction': 68.10254}, {'height': 0.35683, 'period': 7, 'spread': 14.54, 'direction': 71.39581}, {'height': 0.18937, 'period': 7, 'spread': 8.52, 'direction': 138.15045}]",2025-09-20 23:00:00,0.7,NORMAL
11,2025-09-20 13:00:00,21.9,NIGHT_CLEAR,1758365409.0,1758409441.0,2025-09-20 13:00:00,7.3387,112.02689,Onshore,2025-09-20 13:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.42731, 'period': 8, 'spread': 18.41, 'direction': 72.77136}, {'height': 0.26766, 'period': 10, 'spread': 9.15, 'direction': 122.24048}, {'height': 0.13394, 'period': 6, 'spread': 14.38, 'direction': 132.15717}, {'height': 0.06149, 'period': 12, 'spread': 11.07, 'direction': 69.66577}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-20 13:00:00,0.18,NORMAL
12,2025-09-20 14:00:00,21.42002,NIGHT_MIST,1758451855.0,1758495752.0,2025-09-20 14:00:00,8.93494,106.72128,Onshore,2025-09-20 14:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.42231, 'period': 8, 'spread': 18.35, 'direction': 73.11981}, {'height': 0.28352, 'period': 9, 'spread': 9.19, 'direction': 122.16541}, {'height': 0.11738, 'period': 6, 'spread': 11.41, 'direction': 138.09088}, {'height': 0.05922, 'period': 12, 'spread': 10.13, 'direction': 68.53143}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-20 14:00:00,0.11,NORMAL
13,2025-09-20 15:00:00,22.00002,NIGHT_CLEAR,1758538300.0,1758582062.0,2025-09-20 15:00:00,2.60322,318.80166,Cross-shore,2025-09-20 15:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.31602, 'period': 8, 'spread': 14.79, 'direction': 83.61865}, {'height': 0.2406, 'period': 10, 'spread': 9.39, 'direction': 120.31042}, {'height': 0.13887, 'period': 6, 'spread': 14.27, 'direction': 132.79773}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.27372, 'period': 6, 'spread': 16.12, 'direction': 60.78906}, {'height': 0.14112, 'period': 7, 'spread': 8.01, 'direction': 128.89307}]",2025-09-20 15:00:00,0.18,NORMAL
14,2025-09-20 16:00:00,21.89,NIGHT_CLEAR,1758624746.0,1758668373.0,2025-09-20 16:00:00,5.40823,318.10954,Cross-shore,2025-09-20 16:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.27923, 'period': 7, 'spread': 12.72, 'direction': 79.78595}, {'height': 0.28256, 'period': 9, 'spread': 11.7, 'direction': 116.21759}, {'height': 0.14241, 'period': 6, 'spread': 13.5, 'direction': 134.48273}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.27046, 'period': 6, 'spread': 16.08, 'direction': 61.32672}, {'height': 0.14493, 'period': 7, 'spread': 7.66, 'direction': 128.30914}]",2025-09-20 16:00:00,0.38,NORMAL
15,2025-09-20 17:00:00,21.71998,NIGHT_CLEAR,1758711192.0,1758754683.0,2025-09-20 17:00:00,7.4711,321.40147,Cross-shore,2025-09-20 17:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.27302, 'period': 7, 'spread': 12.37, 'direction': 79.4718}, {'height': 0.30851, 'period': 9, 'spread': 11.43, 'direction': 116.90356}, {'height': 0.16252, 'period': 6, 'spread': 13.32, 'direction': 134.39874}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.26457, 'period': 6, 'spread': 15.45, 'direction': 61.32068}, {'height': 0.09148, 'period': 7, 'spread': 0, 'direction': 130}]",2025-09-20 17:00:00,0.64,NORMAL
16,2025-09-20 18:00:00,21.38,NIGHT_CLEAR,1758797638.0,1758840994.0,2025-09-20 18:00:00,8.69156,332.48833,Cross-shore,2025-09-20 18:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0.26327, 'period': 7, 'spread': 11.45, 'direction': 80.49475}, {'height': 0.3236, 'period': 9, 'spread': 10.86, 'direction': 118.93549}, {'height': 0.11907, 'period': 6, 'spread': 13.8, 'direction': 135.13785}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.27532, 'period': 6, 'spread': 16.34, 'direction': 63.39368}, {'height': 0.11611, 'period': 7, 'spread': 8.08, 'direction': 135.06927}]",2025-09-20 18:00:00,0.91,NORMAL
17,2025-09-20 19:00:00,21.31,NIGHT_CLEAR,1758884084.0,1758927305.0,2025-09-20 19:00:00,10.21796,354.21388,Cross-shore,2025-09-20 19:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0.26303, 'period': 8, 'spread': 11.7, 'direction': 80.76733}, {'height': 0.3328, 'period': 9, 'spread': 10.26, 'direction': 120.16693}, {'height': 0.11225, 'period': 6, 'spread': 6.81, 'direction': 145.01535}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.28019, 'period': 6, 'spread': 17.23, 'direction': 65.62134}, {'height': 0.09973, 'period': 7, 'spread': 0, 'direction': 130}]",2025-09-20 19:00:00,1.1,NORMAL
18,2025-09-20 20:00:00,21.56,CLEAR,1758970531.0,1759013616.0,2025-09-20 20:00:00,11.64881,7.72916,Onshore,2025-09-20 20:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0.25405, 'period': 8, 'spread': 10.55, 'direction': 79.14124}, {'height': 0.35482, 'period': 9, 'spread': 12.07, 'direction': 118.75952}, {'height': 0.10484, 'period': 6, 'spread': 7.04, 'direction': 146.2446}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.26951, 'period': 6, 'spread': 16.44, 'direction': 64.6167}, {'height': 0.10165, 'period': 7, 'spread': 0, 'direction': 130}]",2025-09-20 20:00:00,1.18,NORMAL
19,2025-09-20 21:00:00,22.22,CLEAR,1759056978.0,1759099927.0,2025-09-20 21:00:00,11.74708,0.06402,Cross-shore,2025-09-20 21:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0.22656, 'period': 7, 'spread': 8.21, 'direction': 75.41705}, {'height': 0.39017, 'period': 9, 'spread': 15.26, 'direction': 118.84161}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05462, 'period': 12, 'spread': 9.52, 'direction': 68.14685}, {'height': 0.26955, 'period': 6, 'spread': 16.36, 'direction': 65.45367}, {'height': 0.10171, 'period': 7, 'spread': 0, 'direction': 130}]",2025-09-20 21:00:00,1.12,NORMAL
20,2025-09-20 22:00:00,22.18002,CLEAR,1759143424.0,1759186239.0,2025-09-20 22:00:00,13.05318,5.73141,Onshore,2025-09-20 22:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0.21281, 'period': 8, 'spread': 8.47, 'direction': 74.84503}, {'height': 0.39437, 'period': 9, 'spread': 15.47, 'direction': 118.8689}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05354, 'period': 12, 'spread': 9.52, 'direction': 68.22131}, {'height': 0.27879, 'period': 6, 'spread': 16.3, 'direction': 67.08838}, {'height': 0.10075, 'period': 7, 'spread': 0, 'direction': 130}]",2025-09-20 22:00:00,0.95,NORMAL
21,2025-09-20 23:00:00,22.31998,CLEAR,1759229872.0,1759272551.0,2025-09-20 23:00:00,13.74478,11.91751,Onshore,2025-09-20 23:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.53939}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.37526, 'period': 9, 'spread': 14.2, 'direction': 118.32166}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05252, 'period': 12, 'spread': 9.57, 'direction': 68.24939}, {'height': 0.35659, 'period': 7, 'spread': 14.64, 'direction': 71.19641}, {'height': 0.14523, 'period': 7, 'spread': 5.93, 'direction': 135.88776}]",2025-09-20 23:00:00,0.7,NORMAL
22,2025-09-21 00:00:00,22.39,CLEAR,1759316319.0,1759358863.0,2025-09-21 00:00:00,13.28415,20.45297,Onshore,2025-09-21 00:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.53939}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.40361, 'period': 9, 'spread': 14.77, 'direction': 120.74817}, {'height': 0.1381, 'period': 5, 'spread': 14, 'direction': 51.90344}, {'height': 0.0515, 'period': 12, 'spread': 9.43, 'direction': 68.05402}, {'height': 0.32446, 'period': 7, 'spread': 11.53, 'direction': 74.83801}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 00:00:00,0.44,NORMAL
23,2025-09-21 01:00:00,22.30998,CLEAR,1759402767.0,1759445176.0,2025-09-21 01:00:00,13.53092,24.75728,Onshore,2025-09-21 01:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.15937, 'max': 0.52713}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.38587, 'period': 8, 'spread': 13.21, 'direction': 123.26288}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05145, 'period': 12, 'spread': 9.7, 'direction': 68.21393}, {'height': 0.36637, 'period': 7, 'spread': 15.45, 'direction': 74.1156}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 01:00:00,0.22,NORMAL
24,2025-09-21 02:00:00,22.14,CLEAR,1759489215.0,1759531489.0,2025-09-21 02:00:00,14.59135,22.57945,Onshore,2025-09-21 02:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.14711, 'max': 0.51487}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.39246, 'period': 9, 'spread': 13.74, 'direction': 122.59058}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.05171, 'period': 12, 'spread': 10.31, 'direction': 69.13983}, {'height': 0.35165, 'period': 7, 'spread': 14.76, 'direction': 73.11255}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 02:00:00,0.12,NORMAL
25,2025-09-21 03:00:00,21.9,CLEAR,1759575663.0,1759617803.0,2025-09-21 03:00:00,15.79696,18.14967,Onshore,2025-09-21 03:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.13485, 'max': 0.51487}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.38653, 'period': 9, 'spread': 13.48, 'direction': 123.37354}, {'height': 0.19109, 'period': 6, 'spread': 14.05, 'direction': 59.63293}, {'height': 0.05091, 'period': 12, 'spread': 9.61, 'direction': 68.01379}, {'height': 0.29471, 'period': 7, 'spread': 11.64, 'direction': 80.07507}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 03:00:00,0.15,NORMAL
26,2025-09-21 04:00:00,21.54,MIST,1759662112.0,1759704117.0,2025-09-21 04:00:00,16.64639,24.31918,Onshore,2025-09-21 04:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.13485, 'max': 0.50261}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.38116, 'period': 8, 'spread': 13.07, 'direction': 124.20551}, {'height': 0.20427, 'period': 6, 'spread': 14.45, 'direction': 60.57257}, {'height': 0.05205, 'period': 12, 'spread': 9.96, 'direction': 68.7113}, {'height': 0.28922, 'period': 7, 'spread': 12.35, 'direction': 81.44452}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 04:00:00,0.32,NORMAL
27,2025-09-21 05:00:00,21.21,MIST,1759748560.0,1759790431.0,2025-09-21 05:00:00,15.79072,29.10475,Onshore,2025-09-21 05:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.13485, 'max': 0.50261}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.21643, 'period': 9, 'spread': 9.2, 'direction': 120.92282}, {'height': 0.25777, 'period': 6, 'spread': 22.66, 'direction': 66.44611}, {'height': 0.05169, 'period': 12, 'spread': 11.37, 'direction': 71.09973}, {'height': 0.30128, 'period': 7, 'spread': 13.77, 'direction': 84.85291}, {'height': 0.28813, 'period': 7, 'spread': 11.74, 'direction': 129.75464}]",2025-09-21 05:00:00,0.57,NORMAL
28,2025-09-21 06:00:00,21.31,MIST,,,2025-09-21 06:00:00,17.43658,29.13866,Onshore,2025-09-21 06:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.14711, 'max': 0.52713}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.12746, 'period': 10, 'spread': 6.18, 'direction': 120.15979}, {'height': 0.32277, 'period': 6, 'spread': 25.77, 'direction': 70.2981}, {'height': 0.05041, 'period': 12, 'spread': 12.08, 'direction': 71.79053}, {'height': 0.24225, 'period': 7, 'spread': 11.08, 'direction': 78.26782}, {'height': 0.37539, 'period': 8, 'spread': 15.9, 'direction': 121.94965}]",2025-09-21 06:00:00,0.84,NORMAL
29,2025-09-21 07:00:00,21.42,MIST,,,2025-09-21 07:00:00,19.1147,31.6525,Onshore,2025-09-21 07:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.17162, 'max': 0.55165}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.15197, 'period': 9, 'spread': 7.5, 'direction': 122.43927}, {'height': 0.37043, 'period': 6, 'spread': 27.91, 'direction': 69.63879}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.26433, 'period': 7, 'spread': 12.14, 'direction': 81.67651}, {'height': 0.35027, 'period': 8, 'spread': 14.13, 'direction': 124.68091}]",2025-09-21 07:00:00,1.07,NORMAL
30,2025-09-21 08:00:00,21.65,MIST,,,2025-09-21 08:00:00,19.80563,29.33843,Onshore,2025-09-21 08:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.2084, 'max': 0.57617}}","[{'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.13818, 'period': 9, 'spread': 9.38, 'direction': 116.12924}, {'height': 0.41729, 'period': 6, 'spread': 28.45, 'direction': 68.58502}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.27284, 'period': 7, 'spread': 12.13, 'direction': 82.74414}, {'height': 0.35587, 'period': 8, 'spread': 12.16, 'direction': 126.81799}]",2025-09-21 08:00:00,1.18,NORMAL
31,2025-09-21 09:00:00,21.71998,NIGHT_MIST,,,2025-09-21 09:00:00,22.1223,25.08558,Onshore,2025-09-21 09:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.24518, 'max': 0.61294}}","[{'height': 0.59835, 'period': 8, 'spread': 35.37, 'direction': 92.4613}, {'height': 0.13715, 'period': 9, 'spread': 8.92, 'direction': 112.70557}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.07124, 'period': 16, 'spread': 12.56, 'direction': 102.18976}, {'height': 0.26277, 'period': 7, 'spread': 11.93, 'direction': 82.12335}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}]",2025-09-21 09:00:00,1.17,NORMAL
32,2025-09-21 10:00:00,22.02002,NIGHT_MIST,,,2025-09-21 10:00:00,21.39114,35.80428,Onshore,2025-09-21 10:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.28195, 'max': 0.66198}}","[{'height': 0.25903, 'period': 5, 'spread': 13.15, 'direction': 119.75436}, {'height': 0.13871, 'period': 9, 'spread': 8.92, 'direction': 112.39203}, {'height': 0.50803, 'period': 3, 'spread': 26.81, 'direction': 68.13599}, {'height': 0.08591, 'period': 15, 'spread': 11.59, 'direction': 102.44623}, {'height': 0.25415, 'period': 7, 'spread': 12.17, 'direction': 82.16724}, {'height': 0.31604, 'period': 8, 'spread': 11.81, 'direction': 127.0058}]",2025-09-21 10:00:00,1.02,NORMAL
33,2025-09-21 11:00:00,22.09,NIGHT_CLEAR,,,2025-09-21 11:00:00,24.63961,37.98914,Onshore,2025-09-21 11:00:00,"{'min': 0.3, 'max': 0.6, 'plus': False, 'humanRelation': 'Knee to thigh', 'raw': {'min': 0.34325, 'max': 0.71101}}","[{'height': 0.69871, 'period': 4, 'spread': 29.78, 'direction': 79.21387}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.1043, 'period': 15, 'spread': 11.52, 'direction': 101.34503}, {'height': 0, 'period': 0, 'spread': 0, 'direction': 0}, {'height': 0.34173, 'period': 8, 'spread': 12.66, 'direction': 125.03253}]",2025-09-21 11:00:00,0.79,NORMAL
